epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,4260.37,0.74113,0.63811,1.11519,0.66799,0.63187,0.63608,0.49654,1.06729,1.27161,1.45249,0.0004357,0.0004357,0.0004357
173,4285.46,0.73121,0.62991,1.12127,0.68572,0.6419,0.63644,0.49432,1.05081,1.28036,1.44031,0.0004324,0.0004324,0.0004324
174,4310.61,0.73223,0.64127,1.12116,0.68123,0.6409,0.62654,0.49011,1.07298,1.35055,1.46123,0.0004291,0.0004291,0.0004291
175,4335.67,0.71683,0.6198,1.1112,0.68037,0.64185,0.63645,0.49559,1.05566,1.30103,1.45364,0.0004258,0.0004258,0.0004258
176,4359.56,0.72065,0.60509,1.10556,0.69608,0.61367,0.63085,0.48996,1.06176,1.32103,1.45123,0.0004225,0.0004225,0.0004225
177,4384.4,0.70661,0.59322,1.09687,0.69539,0.63705,0.64022,0.49823,1.05874,1.29301,1.45005,0.0004192,0.0004192,0.0004192
178,4409.78,0.72792,0.62123,1.11237,0.70108,0.63636,0.62898,0.49168,1.05294,1.29506,1.43938,0.0004159,0.0004159,0.0004159
179,4435.18,0.7127,0.613,1.10468,0.67693,0.64311,0.63512,0.49804,1.05387,1.35724,1.43038,0.0004126,0.0004126,0.0004126
180,4459.33,0.72543,0.6087,1.11575,0.69601,0.62169,0.62319,0.48956,1.046,1.34863,1.4272,0.0004093,0.0004093,0.0004093
181,4483.75,0.70021,0.59926,1.0943,0.69498,0.63241,0.62669,0.49468,1.04753,1.34224,1.42682,0.000406,0.000406,0.000406
182,4509.12,0.72801,0.62898,1.11961,0.65902,0.63352,0.61718,0.48393,1.05963,1.35274,1.43905,0.0004027,0.0004027,0.0004027
183,4534.65,0.71214,0.60278,1.09846,0.66911,0.65665,0.6383,0.49429,1.07685,1.31799,1.45042,0.0003994,0.0003994,0.0003994
184,4558.94,0.7251,0.61948,1.11594,0.67664,0.62455,0.62028,0.48506,1.06015,1.35312,1.44774,0.0003961,0.0003961,0.0003961
185,4583.26,0.71356,0.61141,1.10751,0.67913,0.63655,0.63142,0.49615,1.06078,1.36784,1.4412,0.0003928,0.0003928,0.0003928
186,4608.03,0.71964,0.6357,1.1096,0.71654,0.59441,0.63348,0.49355,1.07115,1.31357,1.45341,0.0003895,0.0003895,0.0003895
187,4633.58,0.71956,0.60234,1.10319,0.67238,0.64486,0.6411,0.49808,1.06075,1.33286,1.4507,0.0003862,0.0003862,0.0003862
188,4657.47,0.71854,0.61657,1.10771,0.70465,0.61638,0.62881,0.48956,1.07087,1.31522,1.45279,0.0003829,0.0003829,0.0003829
189,4682.44,0.70667,0.60393,1.09952,0.71102,0.61094,0.61954,0.48,1.06588,1.38754,1.45806,0.0003796,0.0003796,0.0003796
190,4708.57,0.70244,0.60646,1.10187,0.67789,0.63036,0.62895,0.4909,1.05716,1.39924,1.4588,0.0003763,0.0003763,0.0003763
191,4734.5,0.70545,0.59897,1.10476,0.67375,0.61562,0.62009,0.48573,1.06003,1.37939,1.4455,0.000373,0.000373,0.000373
192,4759.25,0.68841,0.59385,1.08858,0.68158,0.61996,0.6333,0.49321,1.06146,1.41591,1.44462,0.0003697,0.0003697,0.0003697
193,4784.22,0.68963,0.58076,1.08722,0.67719,0.62783,0.62414,0.49212,1.06478,1.37745,1.45065,0.0003664,0.0003664,0.0003664
194,4810.48,0.71091,0.58715,1.09477,0.65355,0.65157,0.62334,0.49162,1.05836,1.36287,1.44541,0.0003631,0.0003631,0.0003631
